objid,ra,dec,u-peaks,g-peaks,r-peaks,i-peaks,u-peak-numbers,u-peak-distance,g-peak-numbers,g-peak-distance,r-peak-numbers,r-peak-distance,i-peak-numbers,i-peak-distance
1237655349967454292,244.377401507879,46.091696297406,"[(50, 50)(61, 64)]","[(50, 50)(61, 56)]","[(50, 50)(38, 37)]","[(50, 50)(36, 40)]","[50, 50, 61, 64]",17.804493814764857,"[50, 50, 61, 56]",12.529964086141668,"[50, 50, 38, 37]",17.69180601295413,"[50, 50, 36, 40]",17.204650534085253
1237651273492398319,116.631147970597,42.891388384517,"[(51, 36)(50, 50)]","[(51, 37)(50, 50)]","[(51, 37)(50, 50)]","[(51, 37)(50, 50)]","[51, 36, 50, 50]",14.035668847618199,"[51, 37, 50, 50]",13.038404810405298,"[51, 37, 50, 50]",13.038404810405298,"[51, 37, 50, 50]",13.038404810405298
1237651273492791441,117.531884723679,43.644497569872,"[(64, 69)(65, 76)]","[(65, 67)(66, 77)]","[(62, 67)(66, 66)]","[(65, 68)(66, 78)]","[64, 69, 65, 76]",7.0710678118654755,"[65, 67, 66, 77]",10.04987562112089,"[62, 67, 66, 66]",4.123105625617661,"[65, 68, 66, 78]",10.04987562112089
1237654611218006130,197.553802653512,65.4799228456713,"[(51, 62)(56, 50)]","[(50, 50)(51, 62)]","[(50, 51)(51, 62)]","[(51, 51)(51, 62)]","[51, 62, 56, 50]",13.0,"[50, 50, 51, 62]",12.041594578792296,"[50, 51, 51, 62]",11.045361017187261,"[51, 51, 51, 62]",11.0
1237648720173531334,217.771919687042,-0.919443381842432,"[(9, 52)(16, 53)]","[(8, 52)(50, 50)]","[(8, 53)(50, 50)]","[(9, 53)(50, 50)]","[9, 52, 16, 53]",7.0710678118654755,"[8, 52, 50, 50]",42.04759208325728,"[8, 53, 50, 50]",42.1070065428546,"[9, 53, 50, 50]",41.10960958218893
1237648721247142089,217.44184348803,-0.152395099030967,"[(35, 55)(44, 51)]","[(35, 55)(49, 50)]","[(50, 50)(35, 54)]","[(52, 50)(36, 55)]","[35, 55, 44, 51]",9.848857801796104,"[35, 55, 49, 50]",14.866068747318506,"[50, 50, 35, 54]",15.524174696260024,"[52, 50, 36, 55]",16.76305461424021
1237663783666712587,14.0722742006449,-0.369017017426304,"[(55, 44)(50, 50)]","[(56, 44)(50, 50)]","[(50, 50)(55, 44)]","[(50, 50)(55, 44)]","[55, 44, 50, 50]",7.810249675906654,"[56, 44, 50, 50]",8.48528137423857,"[50, 50, 55, 44]",7.810249675906654,"[50, 50, 55, 44]",7.810249675906654
1237651539244023910,156.348539504705,64.9986961331233,"[(50, 50)(39, 29)]","[(50, 50)(41, 42)]","[(50, 50)(58, 60)]","[(50, 50)(41, 42)]","[50, 50, 39, 29]",23.706539182259394,"[50, 50, 41, 42]",12.041594578792296,"[50, 50, 58, 60]",12.806248474865697,"[50, 50, 41, 42]",12.041594578792296
1237650761316368451,179.002399577175,-2.72005523578726,"[(68, 42)(50, 50)]","[(68, 43)(50, 50)]","[(69, 43)(50, 50)]","[(69, 42)(51, 50)]","[68, 42, 50, 50]",19.697715603592208,"[68, 43, 50, 50]",19.313207915827967,"[69, 43, 50, 50]",20.248456731316587,"[69, 42, 51, 50]",19.697715603592208
1237650370481619144,179.301609843631,-2.68647149799819,"[(50, 50)(29, 45)]","[(50, 50)(29, 45)]","[(50, 50)(29, 45)]","[(29, 45)(49, 50)]","[50, 50, 29, 45]",21.587033144922902,"[50, 50, 29, 45]",21.587033144922902,"[50, 50, 29, 45]",21.587033144922902,"[29, 45, 49, 50]",20.615528128088304
1237651190825353337,144.205887887241,57.9921030352495,"[(49, 50)(47, 37)]","[(50, 50)(47, 38)]","[(50, 50)(51, 61)]","[(50, 50)(51, 36)]","[49, 50, 47, 37]",13.152946437965905,"[50, 50, 47, 38]",12.36931687685298,"[50, 50, 51, 61]",11.045361017187261,"[50, 50, 51, 36]",14.035668847618199
1237651192436293688,144.133061069363,59.4051824927051,"[(17, 15)(13, 1)]","[(13, 1)(17, 15)]","[(13, 1)(17, 15)]","[(12, 1)(17, 15)]","[17, 15, 13, 1]",14.560219778561036,"[13, 1, 17, 15]",14.560219778561036,"[13, 1, 17, 15]",14.560219778561036,"[12, 1, 17, 15]",14.866068747318506
1237651250416910408,146.536794394263,58.5304627312898,"[(51, 50)(57, 55)]","[(50, 49)(57, 55)]","[(50, 50)(57, 56)]","[(50, 49)(57, 55)]","[51, 50, 57, 55]",7.810249675906654,"[50, 49, 57, 55]",9.219544457292887,"[50, 50, 57, 56]",9.219544457292887,"[50, 49, 57, 55]",9.219544457292887
1237662300818505847,194.576851391039,51.1300789435852,"[(50, 49)(50, 53)]","[(50, 50)(60, 59)]","[(50, 50)(60, 59)]","[(60, 60)(50, 50)]","[50, 49, 50, 53]",4.0,"[50, 50, 60, 59]",13.45362404707371,"[50, 50, 60, 59]",13.45362404707371,"[60, 60, 50, 50]",14.142135623730951
1237657117338566712,133.408121878958,40.7300230933618,"[(50, 50)(66, 34)]","[(50, 50)(67, 34)]","[(50, 50)(66, 34)]","[(50, 50)(67, 34)]","[50, 50, 66, 34]",22.627416997969522,"[50, 50, 67, 34]",23.345235059857504,"[50, 50, 66, 34]",22.627416997969522,"[50, 50, 67, 34]",23.345235059857504
1237674367531418035,122.467504016395,35.1942426744889,"[(51, 57)(50, 49)]","[(51, 57)(50, 50)]","[(50, 50)(51, 57)]","[(50, 50)(51, 58)]","[51, 57, 50, 49]",8.06225774829855,"[51, 57, 50, 50]",7.0710678118654755,"[50, 50, 51, 57]",7.0710678118654755,"[50, 50, 51, 58]",8.06225774829855
1237657594075087148,122.104561005591,34.9046987802619,"[(47, 44)(49, 50)]","[(47, 44)(50, 50)]","[(50, 50)(47, 45)]","[(50, 50)(47, 44)]","[47, 44, 49, 50]",6.324555320336759,"[47, 44, 50, 50]",6.708203932499369,"[50, 50, 47, 45]",5.830951894845301,"[50, 50, 47, 44]",6.708203932499369
1237655504032235534,252.87390736788,40.293363444891,"[(51, 41)(50, 50)]","[(51, 41)(50, 50)]","[(52, 40)(50, 50)]","[(52, 41)(51, 50)]","[51, 41, 50, 50]",9.055385138137417,"[51, 41, 50, 50]",9.055385138137417,"[52, 40, 50, 50]",10.198039027185569,"[52, 41, 51, 50]",9.055385138137417
1237654605860175892,154.453349590452,4.61541642554541,"[(48, 73)(48, 80)]","[(48, 70)(48, 82)]","[(48, 70)(48, 82)]","[(48, 70)(48, 83)]","[48, 73, 48, 80]",7.0,"[48, 70, 48, 82]",12.0,"[48, 70, 48, 82]",12.0,"[48, 70, 48, 83]",13.0
1237654602102472873,155.091216497458,4.88898319575013,"[(58, 61)(50, 52)]","[(58, 61)(50, 51)]","[(50, 50)(58, 61)]","[(50, 50)(58, 60)]","[58, 61, 50, 52]",12.041594578792296,"[58, 61, 50, 51]",12.806248474865697,"[50, 50, 58, 61]",13.601470508735444,"[50, 50, 58, 60]",12.806248474865697
1237648705667727618,221.956747918436,1.05197728434499,"[(36, 42)(49, 50)]","[(33, 46)(49, 50)]","[(33, 46)(50, 50)]","[(33, 46)(49, 50)]","[36, 42, 49, 50]",15.264337522473747,"[33, 46, 49, 50]",16.492422502470642,"[33, 46, 50, 50]",17.46424919657298,"[33, 46, 49, 50]",16.492422502470642
1237667782823182392,156.621785068161,20.2335532281969,"[(26, 23)(49, 49)]","[(5, 7)(26, 23)]","[(6, 8)(13, 4)]","[(7, 7)(13, 3)]","[26, 23, 49, 49]",34.713109915419565,"[5, 7, 26, 23]",26.40075756488817,"[6, 8, 13, 4]",8.06225774829855,"[7, 7, 13, 3]",7.211102550927978
1237664093973512232,130.775112437776,26.8061854699531,"[(67, 36)(50, 50)]","[(66, 36)(50, 49)]","[(67, 36)(50, 50)]","[(66, 37)(50, 50)]","[67, 36, 50, 50]",22.02271554554524,"[66, 36, 50, 49]",20.615528128088304,"[67, 36, 50, 50]",22.02271554554524,"[66, 37, 50, 50]",20.615528128088304
1237662238014636193,211.31072526858,9.27582229136764,"[(45, 29)(49, 51)]","[(44, 29)(49, 50)]","[(50, 50)(45, 29)]","[(50, 49)(45, 29)]","[45, 29, 49, 51]",22.360679774997898,"[44, 29, 49, 50]",21.587033144922902,"[50, 50, 45, 29]",21.587033144922902,"[50, 49, 45, 29]",20.615528128088304
1237662635839259141,241.394573316143,7.45764838171512,"[(41, 55)(50, 50)]","[(51, 49)(42, 55)]","[(50, 51)(42, 55)]","[(50, 50)(41, 55)]","[41, 55, 50, 50]",10.295630140987,"[51, 49, 42, 55]",10.816653826391969,"[50, 51, 42, 55]",8.94427190999916,"[50, 50, 41, 55]",10.295630140987
1237665126938378466,198.833595340282,33.0011921186009,"[(45, 44)(50, 51)]","[(50, 50)(45, 43)]","[(50, 50)(45, 44)]","[(50, 49)(45, 43)]","[45, 44, 50, 51]",8.602325267042627,"[50, 50, 45, 43]",8.602325267042627,"[50, 50, 45, 44]",7.810249675906654,"[50, 49, 45, 43]",7.810249675906654
1237667734492151850,144.75547283674,17.0307694984505,"[(47, 1)(55, 16)]","[(47, 1)(50, 50)]","[(47, 1)(50, 50)]","[(47, 1)(50, 50)]","[47, 1, 55, 16]",17.0,"[47, 1, 50, 50]",49.09175083453431,"[47, 1, 50, 50]",49.09175083453431,"[47, 1, 50, 50]",49.09175083453431
1237667782817808549,144.059620184291,17.4847792979223,"[(48, 16)(60, 20)]","[(51, 51)(48, 16)]","[(50, 50)(47, 15)]","[(50, 50)(47, 15)]","[48, 16, 60, 20]",12.649110640673518,"[51, 51, 48, 16]",35.12833614050059,"[50, 50, 47, 15]",35.12833614050059,"[50, 50, 47, 15]",35.12833614050059
1237651496834564285,125.027958819197,51.4692406969458,"[(38, 49)(52, 52)]","[(39, 49)(50, 50)]","[(39, 49)(50, 50)]","[(39, 49)(50, 50)]","[38, 49, 52, 52]",14.317821063276353,"[39, 49, 50, 50]",11.045361017187261,"[39, 49, 50, 50]",11.045361017187261,"[39, 49, 50, 50]",11.045361017187261
1237662225702977899,248.597442707629,21.0283290409355,"[(55, 51)(49, 50)]","[(55, 52)(50, 50)]","[(50, 50)(55, 51)]","[(50, 50)(56, 51)]","[55, 51, 49, 50]",6.082762530298219,"[55, 52, 50, 50]",5.385164807134504,"[50, 50, 55, 51]",5.0990195135927845,"[50, 50, 56, 51]",6.082762530298219
1237663530261020812,128.614863551961,56.1510151075087,"[(49, 50)(32, 45)]","[(50, 50)(33, 46)]","[(50, 50)(33, 46)]","[(50, 50)(33, 46)]","[49, 50, 32, 45]",17.72004514666935,"[50, 50, 33, 46]",17.46424919657298,"[50, 50, 33, 46]",17.46424919657298,"[50, 50, 33, 46]",17.46424919657298
1237664668422176782,124.486604921011,22.4357255872989,"[(49, 49)(36, 37)]","[(50, 49)(36, 38)]","[(50, 49)(36, 38)]","[(52, 51)(70, 46)]","[49, 49, 36, 37]",17.69180601295413,"[50, 49, 36, 38]",17.804493814764857,"[50, 49, 36, 38]",17.804493814764857,"[52, 51, 70, 46]",18.681541692269406
1237661068179406917,161.329104096337,12.6451573599312,"[(67, 40)(48, 57)]","[(67, 40)(50, 50)]","[(67, 40)(51, 50)]","[(67, 40)(50, 50)]","[67, 40, 48, 57]",25.495097567963924,"[67, 40, 50, 50]",19.72308292331602,"[67, 40, 51, 50]",18.867962264113206,"[67, 40, 50, 50]",19.72308292331602
1237655107837362315,168.536449188097,58.5594454558726,"[(50, 50)(57, 64)]","[(50, 50)(57, 63)]","[(51, 50)(57, 63)]","[(51, 50)(57, 63)]","[50, 50, 57, 64]",15.652475842498529,"[50, 50, 57, 63]",14.7648230602334,"[51, 50, 57, 63]",14.317821063276353,"[51, 50, 57, 63]",14.317821063276353
1237658203969880216,168.394813073762,48.3091001594366,"[(35, 33)(42, 31)]","[(50, 51)(37, 33)]","[(50, 50)(36, 33)]","[(50, 50)(37, 33)]","[35, 33, 42, 31]",7.280109889280518,"[50, 51, 37, 33]",22.20360331117452,"[50, 50, 36, 33]",22.02271554554524,"[50, 50, 37, 33]",21.400934559032695
1237657630064312356,178.334955824998,52.9313909259566,"[(39, 52)(51, 50)]","[(39, 51)(49, 50)]","[(39, 51)(49, 50)]","[(50, 50)(39, 51)]","[39, 52, 51, 50]",12.165525060596439,"[39, 51, 49, 50]",10.04987562112089,"[39, 51, 49, 50]",10.04987562112089,"[50, 50, 39, 51]",11.045361017187261
1237664668444721167,182.373820952612,39.8158710734391,"[(54, 38)(51, 44)]","[(50, 50)(53, 37)]","[(50, 50)(53, 38)]","[(50, 50)(54, 37)]","[54, 38, 51, 44]",6.708203932499369,"[50, 50, 53, 37]",13.341664064126334,"[50, 50, 53, 38]",12.36931687685298,"[50, 50, 54, 37]",13.601470508735444
1237667536935125157,153.816049426299,21.0529268426885,"[(49, 50)(37, 54)]","[(50, 50)(36, 54)]","[(50, 50)(37, 54)]","[(50, 50)(37, 53)]","[49, 50, 37, 54]",12.649110640673518,"[50, 50, 36, 54]",14.560219778561036,"[50, 50, 37, 54]",13.601470508735444,"[50, 50, 37, 53]",13.341664064126334
1237658780022145108,230.483538086864,5.08675486833935,"[(51, 50)(95, 24)]","[(95, 24)(50, 51)]","[(95, 24)(51, 49)]","[(95, 24)(99, 14)]","[51, 50, 95, 24]",51.10772935672255,"[95, 24, 50, 51]",52.478567053607705,"[95, 24, 51, 49]",50.60632371551998,"[95, 24, 99, 14]",10.770329614269007
1237667430103253068,163.387415976437,25.769932967004,"[(50, 50)(65, 54)]","[(50, 50)(65, 54)]","[(50, 50)(64, 54)]","[(50, 50)(65, 54)]","[50, 50, 65, 54]",15.524174696260024,"[50, 50, 65, 54]",15.524174696260024,"[50, 50, 64, 54]",14.560219778561036,"[50, 50, 65, 54]",15.524174696260024
1237665536003604664,237.575973742233,21.0115416601041,"[(50, 49)(29, 26)]","[(29, 27)(50, 50)]","[(29, 27)(50, 50)]","[(29, 26)(50, 49)]","[50, 49, 29, 26]",31.144823004794873,"[29, 27, 50, 50]",31.144823004794873,"[29, 27, 50, 50]",31.144823004794873,"[29, 26, 50, 49]",31.144823004794873
1237665225699491882,197.488129198298,30.9131343533099,"[(50, 50)(41, 58)]","[(50, 50)(41, 57)]","[(51, 50)(41, 57)]","[(50, 50)(41, 58)]","[50, 50, 41, 58]",12.041594578792296,"[50, 50, 41, 57]",11.40175425099138,"[51, 50, 41, 57]",12.206555615733702,"[50, 50, 41, 58]",12.041594578792296
1237667910054641793,180.600153964065,23.8753194539067,"[(43, 55)(50, 50)]","[(43, 55)(50, 50)]","[(42, 55)(50, 50)]","[(43, 56)(50, 50)]","[43, 55, 50, 50]",8.602325267042627,"[43, 55, 50, 50]",8.602325267042627,"[42, 55, 50, 50]",9.433981132056603,"[43, 56, 50, 50]",9.219544457292887
1237664852040679543,232.334349458303,26.3527521136764,"[(50, 51)(59, 46)]","[(50, 50)(31, 65)]","[(50, 50)(31, 66)]","[(50, 50)(31, 66)]","[50, 51, 59, 46]",10.295630140987,"[50, 50, 31, 65]",24.20743687382041,"[50, 50, 31, 66]",24.839484696748443,"[50, 50, 31, 66]",24.839484696748443
1237665024367001661,181.560410436509,34.5184519748253,"[(50, 50)(56, 55)]","[(56, 55)(50, 49)]","[(56, 55)(50, 50)]","[(50, 50)(56, 55)]","[50, 50, 56, 55]",7.810249675906654,"[56, 55, 50, 49]",8.48528137423857,"[56, 55, 50, 50]",7.810249675906654,"[50, 50, 56, 55]",7.810249675906654
1237665128006418488,183.163549564397,34.7037300982803,"[(47, 38)(50, 50)]","[(46, 38)(50, 50)]","[(47, 38)(50, 50)]","[(47, 38)(50, 50)]","[47, 38, 50, 50]",12.36931687685298,"[46, 38, 50, 50]",12.649110640673518,"[47, 38, 50, 50]",12.36931687685298,"[47, 38, 50, 50]",12.36931687685298
1237670596016537686,135.782245490771,13.6970714243401,"[(60, 55)(51, 50)]","[(50, 50)(60, 55)]","[(50, 50)(60, 54)]","[(50, 50)(60, 55)]","[60, 55, 51, 50]",10.295630140987,"[50, 50, 60, 55]",11.180339887498949,"[50, 50, 60, 54]",10.770329614269007,"[50, 50, 60, 55]",11.180339887498949
1237667322725597220,198.963166131792,26.5556768143567,"[(50, 50)(53, 62)]","[(50, 49)(53, 61)]","[(50, 50)(53, 61)]","[(50, 50)(53, 61)]","[50, 50, 53, 62]",12.36931687685298,"[50, 49, 53, 61]",12.36931687685298,"[50, 50, 53, 61]",11.40175425099138,"[50, 50, 53, 61]",11.40175425099138
1237667442976096309,197.803083975842,26.8140034158925,"[(57, 45)(51, 49)]","[(58, 45)(50, 50)]","[(58, 45)(50, 50)]","[(57, 44)(50, 50)]","[57, 45, 51, 49]",7.211102550927978,"[58, 45, 50, 50]",9.433981132056603,"[58, 45, 50, 50]",9.433981132056603,"[57, 44, 50, 50]",9.219544457292887
1237666300016591065,45.436860726173,-0.591644372095665,"[(34, 41)(50, 50)]","[(34, 41)(50, 50)]","[(34, 41)(49, 50)]","[(34, 41)(49, 50)]","[34, 41, 50, 50]",18.35755975068582,"[34, 41, 50, 50]",18.35755975068582,"[34, 41, 49, 50]",17.4928556845359,"[34, 41, 49, 50]",17.4928556845359
1237651273494364243,120.199199910998,46.690475724875,"[(61, 62)(59, 68)]","[(51, 50)(61, 62)]","[(50, 50)(61, 63)]","[(51, 50)(61, 62)]","[61, 62, 59, 68]",6.324555320336759,"[51, 50, 61, 62]",15.620499351813308,"[50, 50, 61, 63]",17.029386365926403,"[51, 50, 61, 62]",15.620499351813308
1237651249902256370,239.751797699103,49.8102112599695,"[(50, 49)(43, 60)]","[(50, 50)(44, 60)]","[(50, 50)(53, 34)]","[(50, 50)(54, 36)]","[50, 49, 43, 60]",13.038404810405298,"[50, 50, 44, 60]",11.661903789690601,"[50, 50, 53, 34]",16.278820596099706,"[50, 50, 54, 36]",14.560219778561036
1237661873469915329,161.610544112331,43.0196836724809,"[(42, 46)(51, 50)]","[(42, 45)(50, 49)]","[(43, 45)(50, 50)]","[(43, 45)(50, 50)]","[42, 46, 51, 50]",9.848857801796104,"[42, 45, 50, 49]",8.94427190999916,"[43, 45, 50, 50]",8.602325267042627,"[43, 45, 50, 50]",8.602325267042627
1237661873470177413,162.348772397035,43.3073881335736,"[(41, 75)(50, 73)]","[(49, 51)(41, 76)]","[(50, 51)(41, 76)]","[(49, 50)(42, 74)]","[41, 75, 50, 73]",9.219544457292887,"[49, 51, 41, 76]",26.248809496813376,"[50, 51, 41, 76]",26.570660511172846,"[49, 50, 42, 74]",25.0
1237663789029457970,118.831868647771,53.3313199634516,"[(50, 50)(26, 44)]","[(50, 50)(41, 50)]","[(50, 50)(42, 51)]","[(50, 50)(42, 51)]","[50, 50, 26, 44]",24.73863375370596,"[50, 50, 41, 50]",9.0,"[50, 50, 42, 51]",8.06225774829855,"[50, 50, 42, 51]",8.06225774829855
1237662264860737758,231.341212623511,7.95563755928082,"[(50, 50)(32, 50)]","[(50, 50)(32, 50)]","[(50, 50)(32, 50)]","[(50, 50)(32, 50)]","[50, 50, 32, 50]",18.0,"[50, 50, 32, 50]",18.0,"[50, 50, 32, 50]",18.0,"[50, 50, 32, 50]",18.0
1237665331460309076,177.792843740325,33.3413567421111,"[(45, 1)(38, 6)]","[(50, 50)(44, 46)]","[(50, 49)(46, 38)]","[(52, 26)(53, 4)]","[45, 1, 38, 6]",8.602325267042627,"[50, 50, 44, 46]",7.211102550927978,"[50, 49, 46, 38]",11.704699910719626,"[52, 26, 53, 4]",22.02271554554524
1237665128541519950,178.279465014119,35.0218693062029,"[(36, 53)(45, 59)]","[(44, 60)(36, 54)]","[(45, 60)(36, 54)]","[(45, 60)(66, 55)]","[36, 53, 45, 59]",10.816653826391969,"[44, 60, 36, 54]",10.0,"[45, 60, 36, 54]",10.816653826391969,"[45, 60, 66, 55]",21.587033144922902
1237665428090388503,196.438958180656,28.8713405262729,"[(46, 35)(57, 35)]","[(45, 36)(50, 50)]","[(45, 36)(49, 50)]","[(46, 35)(50, 49)]","[46, 35, 57, 35]",11.0,"[45, 36, 50, 50]",14.866068747318506,"[45, 36, 49, 50]",14.560219778561036,"[46, 35, 50, 49]",14.560219778561036
1237667253482618902,194.575994722758,29.1287828496171,"[(40, 16)(55, 17)]","[(50, 50)(55, 17)]","[(50, 50)(55, 17)]","[(50, 50)(55, 16)]","[40, 16, 55, 17]",15.033296378372908,"[50, 50, 55, 17]",33.37663853655727,"[50, 50, 55, 17]",33.37663853655727,"[50, 50, 55, 16]",34.36568055487916
1237674597852446816,182.481654340695,9.9769275794643,"[(50, 50)(39, 54)]","[(50, 50)(39, 55)]","[(50, 50)(39, 56)]","[(50, 50)(39, 55)]","[50, 50, 39, 54]",11.704699910719626,"[50, 50, 39, 55]",12.083045973594572,"[50, 50, 39, 56]",12.529964086141668,"[50, 50, 39, 55]",12.083045973594572
1237649918435262625,29.9846469975511,12.4595894784879,"[(40, 50)(50, 50)]","[(49, 50)(40, 50)]","[(50, 50)(40, 50)]","[(49, 51)(40, 50)]","[40, 50, 50, 50]",10.0,"[49, 50, 40, 50]",9.0,"[50, 50, 40, 50]",10.0,"[49, 51, 40, 50]",9.055385138137417
1237660636528509161,145.649852411654,41.0840473345174,"[(50, 50)(55, 37)]","[(49, 50)(53, 37)]","[(50, 50)(54, 37)]","[(50, 50)(54, 38)]","[50, 50, 55, 37]",13.92838827718412,"[49, 50, 53, 37]",13.601470508735444,"[50, 50, 54, 37]",13.601470508735444,"[50, 50, 54, 38]",12.649110640673518
1237661383843840152,139.655700440783,33.3881238270046,"[(50, 50)(57, 39)]","[(50, 50)(56, 40)]","[(50, 50)(55, 40)]","[(49, 50)(56, 40)]","[50, 50, 57, 39]",13.038404810405298,"[50, 50, 56, 40]",11.661903789690601,"[50, 50, 55, 40]",11.180339887498949,"[49, 50, 56, 40]",12.206555615733702
1237661966888861795,171.54000979166,41.4215421877581,"[(49, 49)(57, 47)]","[(50, 50)(58, 47)]","[(50, 50)(42, 52)]","[(50, 50)(42, 52)]","[49, 49, 57, 47]",8.246211251235321,"[50, 50, 58, 47]",8.54400374531753,"[50, 50, 42, 52]",8.246211251235321,"[50, 50, 42, 52]",8.246211251235321
1237665129093202123,218.608221666258,30.9061080973245,"[(46, 40)(54, 57)]","[(50, 50)(46, 41)]","[(50, 50)(45, 41)]","[(51, 50)(46, 41)]","[46, 40, 54, 57]",18.788294228055936,"[50, 50, 46, 41]",9.848857801796104,"[50, 50, 45, 41]",10.295630140987,"[51, 50, 46, 41]",10.295630140987
1237662641196695861,245.883465285501,25.7194014751807,"[(41, 50)(51, 51)]","[(50, 50)(41, 49)]","[(50, 50)(48, 67)]","[(50, 50)(47, 67)]","[41, 50, 51, 51]",10.04987562112089,"[50, 50, 41, 49]",9.055385138137417,"[50, 50, 48, 67]",17.11724276862369,"[50, 50, 47, 67]",17.26267650163207
1237661949730226306,214.220624858669,10.8074254327779,"[(50, 50)(42, 60)]","[(50, 50)(49, 74)]","[(50, 50)(57, 88)]","[(50, 49)(57, 87)]","[50, 50, 42, 60]",12.806248474865697,"[50, 50, 49, 74]",24.020824298928627,"[50, 50, 57, 88]",38.63935817272331,"[50, 49, 57, 87]",38.63935817272331
1237661949708402700,163.261757317378,11.5209754213085,"[(50, 50)(50, 65)]","[(50, 66)(50, 50)]","[(50, 66)(50, 50)]","[(50, 65)(50, 49)]","[50, 50, 50, 65]",15.0,"[50, 66, 50, 50]",16.0,"[50, 66, 50, 50]",16.0,"[50, 65, 50, 49]",16.0
1237662236941877296,213.440146618881,8.22086412673752,"[(50, 50)(55, 30)]","[(82, 52)(55, 30)]","[(82, 53)(55, 30)]","[(81, 52)(54, 30)]","[50, 50, 55, 30]",20.615528128088304,"[82, 52, 55, 30]",34.828149534535996,"[82, 53, 55, 30]",35.4682957019364,"[81, 52, 54, 30]",34.828149534535996
1237662269151248550,235.78160301249,5.89315636306384,"[(57, 42)(41, 47)]","[(57, 42)(71, 54)]","[(51, 50)(57, 42)]","[(50, 50)(70, 32)]","[57, 42, 41, 47]",16.76305461424021,"[57, 42, 71, 54]",18.439088914585774,"[51, 50, 57, 42]",10.0,"[50, 50, 70, 32]",26.90724809414742
1237664668437119008,160.422823525428,37.3202943133315,"[(50, 50)(56, 43)]","[(50, 50)(57, 41)]","[(50, 50)(57, 41)]","[(50, 50)(57, 41)]","[50, 50, 56, 43]",9.219544457292887,"[50, 50, 57, 41]",11.40175425099138,"[50, 50, 57, 41]",11.40175425099138,"[50, 50, 57, 41]",11.40175425099138
1237661068182814848,169.414081420028,13.3756029058376,"[(50, 50)(15, 58)]","[(49, 50)(20, 56)]","[(50, 50)(20, 56)]","[(50, 50)(21, 55)]","[50, 50, 15, 58]",35.90264614203248,"[49, 50, 20, 56]",29.614185789921695,"[50, 50, 20, 56]",30.59411708155671,"[50, 50, 21, 55]",29.427877939124322
1237661068719489318,168.873038443078,13.6095965334378,"[(50, 50)(54, 40)]","[(50, 50)(32, 43)]","[(50, 50)(32, 43)]","[(50, 50)(32, 43)]","[50, 50, 54, 40]",10.770329614269007,"[50, 50, 32, 43]",19.313207915827967,"[50, 50, 32, 43]",19.313207915827967,"[50, 50, 32, 43]",19.313207915827967
1237651271359856713,164.095862366678,64.8743759011585,"[(54, 40)(50, 52)]","[(54, 39)(50, 49)]","[(55, 40)(50, 50)]","[(55, 40)(51, 50)]","[54, 40, 50, 52]",12.649110640673518,"[54, 39, 50, 49]",10.770329614269007,"[55, 40, 50, 50]",11.180339887498949,"[55, 40, 51, 50]",10.770329614269007
1237648704597459250,229.92333239275,0.072235122252225,"[(64, 47)(51, 50)]","[(64, 47)(50, 50)]","[(51, 50)(63, 48)]","[(50, 50)(63, 47)]","[64, 47, 51, 50]",13.341664064126334,"[64, 47, 50, 50]",14.317821063276353,"[51, 50, 63, 48]",12.165525060596439,"[50, 50, 63, 47]",13.341664064126334
1237660241386340475,47.4846033376763,0.506182743644633,"[(40, 62)(44, 48)]","[(50, 50)(40, 63)]","[(49, 50)(81, 38)]","[(50, 50)(82, 38)]","[40, 62, 44, 48]",14.560219778561036,"[50, 50, 40, 63]",16.401219466856727,"[49, 50, 81, 38]",34.17601498127012,"[50, 50, 82, 38]",34.17601498127012
1237663783117258850,345.332697389234,-0.654043421274415,"[(58, 53)(50, 50)]","[(58, 52)(50, 50)]","[(50, 51)(57, 52)]","[(50, 50)(59, 53)]","[58, 53, 50, 50]",8.54400374531753,"[58, 52, 50, 50]",8.246211251235321,"[50, 51, 57, 52]",7.0710678118654755,"[50, 50, 59, 53]",9.486832980505138
1237654399690866867,173.710259404679,64.7090151515385,"[(55, 43)(50, 49)]","[(55, 44)(50, 50)]","[(54, 44)(50, 50)]","[(55, 44)(50, 50)]","[55, 43, 50, 49]",7.810249675906654,"[55, 44, 50, 50]",7.810249675906654,"[54, 44, 50, 50]",7.211102550927978,"[55, 44, 50, 50]",7.810249675906654
1237654399691194395,175.197599825221,64.7861760537185,"[(50, 50)(38, 57)]","[(50, 50)(37, 57)]","[(49, 50)(37, 56)]","[(50, 49)(37, 56)]","[50, 50, 38, 57]",13.892443989449804,"[50, 50, 37, 57]",14.7648230602334,"[49, 50, 37, 56]",13.416407864998739,"[50, 49, 37, 56]",14.7648230602334
1237660563505479980,120.02886077132,25.8118213459297,"[(55, 28)(51, 50)]","[(55, 29)(50, 49)]","[(55, 29)(50, 49)]","[(55, 29)(51, 46)]","[55, 28, 51, 50]",22.360679774997898,"[55, 29, 50, 49]",20.615528128088304,"[55, 29, 50, 49]",20.615528128088304,"[55, 29, 51, 46]",17.46424919657298
