objid,ra,dec,u-peaks,g-peaks,r-peaks,i-peaks,u-peak-numbers,u-peak-distance,g-peak-numbers,g-peak-distance,r-peak-numbers,r-peak-distance,i-peak-numbers,i-peak-distance
1237664093430677617,118.845987033094,18.7536698888771,"[(50, 50)(44, 53)]","[(50, 50)(48, 32)]","[(50, 51)(48, 32)]","[(50, 50)(47, 32)]","[50, 50, 44, 53]",6.708203932499369,"[50, 50, 48, 32]",18.110770276274835,"[50, 51, 48, 32]",19.1049731745428,"[50, 50, 47, 32]",18.24828759089466
1237661464921112971,252.991833116003,22.5949127291784,"[(52, 46)(57, 64)]","[(49, 50)(57, 64)]","[(50, 50)(63, 66)]","[(50, 50)(63, 66)]","[52, 46, 57, 64]",18.681541692269406,"[49, 50, 57, 64]",16.1245154965971,"[50, 50, 63, 66]",20.615528128088304,"[50, 50, 63, 66]",20.615528128088304
1237658917996724343,199.419164318789,54.4835556282719,"[(58, 59)(50, 49)]","[(57, 59)(50, 49)]","[(57, 60)(50, 50)]","[(50, 50)(58, 60)]","[58, 59, 50, 49]",12.806248474865697,"[57, 59, 50, 49]",12.206555615733702,"[57, 60, 50, 50]",12.206555615733702,"[50, 50, 58, 60]",12.806248474865697
1237670964313456852,144.118206019972,14.705884688093,"[(50, 50)(58, 60)]","[(50, 50)(58, 60)]","[(50, 50)(59, 60)]","[(50, 50)(58, 60)]","[50, 50, 58, 60]",12.806248474865697,"[50, 50, 58, 60]",12.806248474865697,"[50, 50, 59, 60]",13.45362404707371,"[50, 50, 58, 60]",12.806248474865697
1237671262276747463,143.097376018788,13.9483836206866,"[(50, 50)(56, 55)]","[(50, 50)(37, 42)]","[(50, 50)(38, 43)]","[(50, 50)(38, 43)]","[50, 50, 56, 55]",7.810249675906654,"[50, 50, 37, 42]",15.264337522473747,"[50, 50, 38, 43]",13.892443989449804,"[50, 50, 38, 43]",13.892443989449804
1237668297667772556,186.377937685769,19.719019357318,"[(20, 1)(27, 1)]","[(20, 1)(27, 1)]","[(21, 1)(26, 1)]","[(26, 1)(20, 1)]","[20, 1, 27, 1]",7.0,"[20, 1, 27, 1]",7.0,"[21, 1, 26, 1]",5.0,"[26, 1, 20, 1]",6.0
1237648705128956007,217.722964722291,0.46284493650834,"[(50, 50)(39, 45)]","[(50, 50)(39, 44)]","[(51, 50)(39, 44)]","[(50, 50)(38, 44)]","[50, 50, 39, 45]",12.083045973594572,"[50, 50, 39, 44]",12.529964086141668,"[51, 50, 39, 44]",13.416407864998739,"[50, 50, 38, 44]",13.416407864998739
1237648721784078572,217.581765044161,0.372744224883652,"[(57, 52)(50, 50)]","[(58, 53)(50, 50)]","[(50, 50)(57, 52)]","[(50, 50)(58, 52)]","[57, 52, 50, 50]",7.280109889280518,"[58, 53, 50, 50]",8.54400374531753,"[50, 50, 57, 52]",7.280109889280518,"[50, 50, 58, 52]",8.246211251235321
1237648703531450662,247.664223796187,-0.824008783281433,"[(47, 61)(50, 49)]","[(48, 61)(50, 49)]","[(48, 62)(50, 50)]","[(48, 62)(50, 50)]","[47, 61, 50, 49]",12.36931687685298,"[48, 61, 50, 49]",12.165525060596439,"[48, 62, 50, 50]",12.165525060596439,"[48, 62, 50, 50]",12.165525060596439
1237661852010020989,197.143000884888,45.0749719418409,"[(50, 50)(58, 53)]","[(51, 50)(70, 53)]","[(49, 50)(68, 53)]","[(50, 50)(70, 52)]","[50, 50, 58, 53]",8.54400374531753,"[51, 50, 70, 53]",19.235384061671343,"[49, 50, 68, 53]",19.235384061671343,"[50, 50, 70, 52]",20.09975124224178
1237664875113545925,116.884902934001,16.3789939295441,"[(57, 41)(50, 49)]","[(56, 41)(50, 50)]","[(57, 41)(50, 50)]","[(57, 41)(51, 50)]","[57, 41, 50, 49]",10.63014581273465,"[56, 41, 50, 50]",10.816653826391969,"[57, 41, 50, 50]",11.40175425099138,"[57, 41, 51, 50]",10.816653826391969
1237673808116121746,116.787924416931,17.2076874096777,"[(43, 22)(41, 16)]","[(42, 22)(40, 16)]","[(42, 23)(40, 16)]","[(42, 22)(40, 16)]","[43, 22, 41, 16]",6.324555320336759,"[42, 22, 40, 16]",6.324555320336759,"[42, 23, 40, 16]",7.280109889280518,"[42, 22, 40, 16]",6.324555320336759
1237673807579447555,117.478816872022,16.9508193666556,"[(49, 50)(43, 40)]","[(50, 50)(45, 41)]","[(50, 50)(44, 41)]","[(50, 50)(45, 41)]","[49, 50, 43, 40]",11.661903789690601,"[50, 50, 45, 41]",10.295630140987,"[50, 50, 44, 41]",10.816653826391969,"[50, 50, 45, 41]",10.295630140987
1237673808117170248,119.174361281946,17.9911813200025,"[(59, 49)(49, 50)]","[(50, 49)(59, 49)]","[(50, 50)(59, 50)]","[(50, 50)(59, 48)]","[59, 49, 49, 50]",10.04987562112089,"[50, 49, 59, 49]",9.0,"[50, 50, 59, 50]",9.0,"[50, 50, 59, 48]",9.219544457292887
1237662340552524157,246.275152560395,23.6691704533883,"[(51, 50)(56, 52)]","[(50, 50)(57, 40)]","[(56, 41)(50, 50)]","[(56, 41)(50, 50)]","[51, 50, 56, 52]",5.385164807134504,"[50, 50, 57, 40]",12.206555615733702,"[56, 41, 50, 50]",10.816653826391969,"[56, 41, 50, 50]",10.816653826391969
1237663783666712588,14.0728862085796,-0.369672100695008,"[(50, 50)(45, 56)]","[(50, 50)(44, 56)]","[(45, 56)(50, 50)]","[(45, 56)(50, 50)]","[50, 50, 45, 56]",7.810249675906654,"[50, 50, 44, 56]",8.48528137423857,"[45, 56, 50, 50]",7.810249675906654,"[45, 56, 50, 50]",7.810249675906654
1237661386009018621,250.003946868611,32.2462181315881,"[(53, 45)(67, 57)]","[(52, 46)(49, 51)]","[(50, 51)(62, 75)]","[(50, 50)(62, 74)]","[53, 45, 67, 57]",18.439088914585774,"[52, 46, 49, 51]",5.830951894845301,"[50, 51, 62, 75]",26.832815729997478,"[50, 50, 62, 74]",26.832815729997478
1237658203430780978,161.443971934275,46.484319929211,"[(43, 48)(50, 49)]","[(50, 50)(43, 48)]","[(50, 50)(43, 49)]","[(50, 50)(44, 48)]","[43, 48, 50, 49]",7.0710678118654755,"[50, 50, 43, 48]",7.280109889280518,"[50, 50, 43, 49]",7.0710678118654755,"[50, 50, 44, 48]",6.324555320336759
1237662224610820220,203.855277713984,38.0940732638007,"[(56, 39)(51, 50)]","[(56, 39)(33, 56)]","[(56, 38)(33, 56)]","[(56, 39)(32, 56)]","[56, 39, 51, 50]",12.083045973594572,"[56, 39, 33, 56]",28.600699292150182,"[56, 38, 33, 56]",29.206163733020468,"[56, 39, 32, 56]",29.410882339705484
1237661070324990131,156.808228787919,13.7422179945416,"[(53, 60)(49, 66)]","[(50, 51)(51, 61)]","[(50, 50)(51, 61)]","[(50, 50)(51, 61)]","[53, 60, 49, 66]",7.211102550927978,"[50, 51, 51, 61]",10.04987562112089,"[50, 50, 51, 61]",11.045361017187261,"[50, 50, 51, 61]",11.045361017187261
1237661950780047571,158.430474772029,11.890661523173,"[(33, 53)(21, 46)]","[(50, 50)(21, 47)]","[(50, 50)(21, 46)]","[(50, 50)(21, 47)]","[33, 53, 21, 46]",13.892443989449804,"[50, 50, 21, 47]",29.154759474226502,"[50, 50, 21, 46]",29.274562336608895,"[50, 50, 21, 47]",29.154759474226502
1237661417673982056,206.810225095158,55.5694711402233,"[(45, 39)(50, 51)]","[(50, 51)(46, 39)]","[(51, 51)(46, 39)]","[(50, 51)(46, 40)]","[45, 39, 50, 51]",13.0,"[50, 51, 46, 39]",12.649110640673518,"[51, 51, 46, 39]",13.0,"[50, 51, 46, 40]",11.704699910719626
1237661387065786482,205.41369913599,55.6681173730955,"[(50, 74)(50, 50)]","[(50, 74)(50, 50)]","[(50, 74)(49, 50)]","[(50, 75)(49, 51)]","[50, 74, 50, 50]",24.0,"[50, 74, 50, 50]",24.0,"[50, 74, 49, 50]",24.020824298928627,"[50, 75, 49, 51]",24.020824298928627
1237657775544139875,137.74150143605,41.8252318290055,"[(50, 50)(51, 59)]","[(50, 49)(50, 59)]","[(50, 50)(51, 58)]","[(50, 50)(50, 59)]","[50, 50, 51, 59]",9.055385138137417,"[50, 49, 50, 59]",10.0,"[50, 50, 51, 58]",8.06225774829855,"[50, 50, 50, 59]",9.0
1237661852533915757,155.903522926632,42.3510415096657,"[(33, 10)(22, 18)]","[(30, 15)(46, 4)]","[(50, 49)(30, 14)]","[(50, 50)(29, 15)]","[33, 10, 22, 18]",13.601470508735444,"[30, 15, 46, 4]",19.4164878389476,"[50, 49, 30, 14]",40.311288741492746,"[50, 50, 29, 15]",40.8166632639171
1237662193998823468,212.20109343293,38.5404931938675,"[(56, 37)(50, 50)]","[(56, 37)(50, 50)]","[(56, 37)(50, 50)]","[(55, 37)(49, 50)]","[56, 37, 50, 50]",14.317821063276353,"[56, 37, 50, 50]",14.317821063276353,"[56, 37, 50, 50]",14.317821063276353,"[55, 37, 49, 50]",14.317821063276353
1237649954404565130,22.1680343850987,14.7683106487857,"[(36, 18)(37, 24)]","[(35, 18)(50, 50)]","[(36, 19)(50, 50)]","[(36, 18)(50, 50)]","[36, 18, 37, 24]",6.082762530298219,"[35, 18, 50, 50]",35.34119409414458,"[36, 19, 50, 50]",34.0147027033899,"[36, 18, 50, 50]",34.92849839314596
1237658299520450675,127.39273360805,4.12497564525508,"[(49, 39)(49, 50)]","[(49, 39)(50, 50)]","[(49, 38)(50, 50)]","[(48, 39)(49, 50)]","[49, 39, 49, 50]",11.0,"[49, 39, 50, 50]",11.045361017187261,"[49, 38, 50, 50]",12.041594578792296,"[48, 39, 49, 50]",11.045361017187261
1237658423539728555,127.75745815007,4.05413604278618,"[(56, 60)(50, 51)]","[(56, 60)(49, 50)]","[(57, 60)(51, 51)]","[(56, 59)(50, 51)]","[56, 60, 50, 51]",10.816653826391969,"[56, 60, 49, 50]",12.206555615733702,"[57, 60, 51, 51]",10.816653826391969,"[56, 59, 50, 51]",10.0
1237661065483845704,135.398401177795,8.49754315225317,"[(58, 48)(50, 50)]","[(58, 48)(50, 50)]","[(45, 66)(58, 47)]","[(45, 66)(58, 47)]","[58, 48, 50, 50]",8.246211251235321,"[58, 48, 50, 50]",8.246211251235321,"[45, 66, 58, 47]",23.021728866442675,"[45, 66, 58, 47]",23.021728866442675
1237667910586597477,168.371034034279,23.3132707985912,"[(43, 53)(50, 50)]","[(42, 52)(50, 51)]","[(42, 52)(50, 50)]","[(50, 49)(43, 52)]","[43, 53, 50, 50]",7.615773105863909,"[42, 52, 50, 51]",8.06225774829855,"[42, 52, 50, 50]",8.246211251235321,"[50, 49, 43, 52]",7.615773105863909
1237661871870247101,196.320068735113,43.757811425796,"[(49, 52)(64, 36)]","[(50, 50)(58, 38)]","[(50, 50)(59, 38)]","[(50, 50)(59, 38)]","[49, 52, 64, 36]",21.93171219946131,"[50, 50, 58, 38]",14.422205101855956,"[50, 50, 59, 38]",15.0,"[50, 50, 59, 38]",15.0
1237666299485225106,58.0834396676415,-0.97079654354476,"[(53, 27)(53, 19)]","[(53, 26)(50, 50)]","[(53, 26)(51, 49)]","[(53, 26)(50, 49)]","[53, 27, 53, 19]",8.0,"[53, 26, 50, 50]",24.186773244895647,"[53, 26, 51, 49]",23.08679276123039,"[53, 26, 50, 49]",23.194827009486403
1237664871356891234,132.04215827807,35.2595335045462,"[(35, 39)(37, 43)]","[(38, 43)(56, 47)]","[(37, 43)(50, 49)]","[(38, 43)(50, 49)]","[35, 39, 37, 43]",4.47213595499958,"[38, 43, 56, 47]",18.439088914585774,"[37, 43, 50, 49]",14.317821063276353,"[38, 43, 50, 49]",13.416407864998739
1237657773930381426,131.31871488772,36.5193539620863,"[(51, 51)(53, 57)]","[(50, 50)(36, 65)]","[(35, 65)(50, 50)]","[(36, 64)(50, 50)]","[51, 51, 53, 57]",6.324555320336759,"[50, 50, 36, 65]",20.518284528683193,"[35, 65, 50, 50]",21.213203435596427,"[36, 64, 50, 50]",19.79898987322333
1237671955907149891,203.123901823489,3.5955227812383,"[(50, 50)(62, 23)]","[(50, 50)(63, 31)]","[(51, 50)(64, 30)]","[(50, 50)(63, 31)]","[50, 50, 62, 23]",29.546573405388315,"[50, 50, 63, 31]",23.021728866442675,"[51, 50, 64, 30]",23.853720883753127,"[50, 50, 63, 31]",23.021728866442675
1237671991339384959,203.310415818122,5.76388755952254,"[(5, 23)(1, 30)]","[(8, 22)(28, 16)]","[(8, 23)(29, 18)]","[(58, 80)(50, 50)]","[5, 23, 1, 30]",8.06225774829855,"[8, 22, 28, 16]",20.8806130178211,"[8, 23, 29, 18]",21.587033144922902,"[58, 80, 50, 50]",31.04834939252005
1237657775003599069,129.631023859279,36.3071910067675,"[(50, 56)(50, 50)]","[(50, 56)(50, 50)]","[(51, 56)(50, 50)]","[(51, 56)(50, 50)]","[50, 56, 50, 50]",6.0,"[50, 56, 50, 50]",6.0,"[51, 56, 50, 50]",6.082762530298219,"[51, 56, 50, 50]",6.082762530298219
1237655368747319371,166.699782484116,60.2630177326803,"[(50, 50)(34, 62)]","[(50, 50)(34, 62)]","[(50, 50)(31, 70)]","[(50, 50)(36, 60)]","[50, 50, 34, 62]",20.0,"[50, 50, 34, 62]",20.0,"[50, 50, 31, 70]",27.586228448267445,"[50, 50, 36, 60]",17.204650534085253
1237666407379632241,25.0601460382062,-0.515004205193015,"[(43, 48)(51, 50)]","[(50, 50)(38, 67)]","[(84, 24)(50, 50)]","[(84, 24)(50, 50)]","[43, 48, 51, 50]",8.246211251235321,"[50, 50, 38, 67]",20.808652046684813,"[84, 24, 50, 50]",42.80186911806539,"[84, 24, 50, 50]",42.80186911806539
1237657072231776344,24.8860944741989,1.05452112700451,"[(35, 41)(43, 38)]","[(35, 40)(50, 49)]","[(35, 40)(50, 50)]","[(35, 41)(50, 50)]","[35, 41, 43, 38]",8.54400374531753,"[35, 40, 50, 49]",17.4928556845359,"[35, 40, 50, 50]",18.027756377319946,"[35, 41, 50, 50]",17.4928556845359
1237660339089899562,43.7984896088132,-0.184223049175521,"[(53, 53)(72, 56)]","[(73, 56)(53, 54)]","[(72, 56)(52, 53)]","[(72, 56)(52, 53)]","[53, 53, 72, 56]",19.235384061671343,"[73, 56, 53, 54]",20.09975124224178,"[72, 56, 52, 53]",20.223748416156685,"[72, 56, 52, 53]",20.223748416156685
1237659161205277196,248.757038510707,33.1161779148205,"[(51, 50)(47, 57)]","[(50, 50)(61, 50)]","[(50, 51)(62, 50)]","[(50, 50)(61, 49)]","[51, 50, 47, 57]",8.06225774829855,"[50, 50, 61, 50]",11.0,"[50, 51, 62, 50]",12.041594578792296,"[50, 50, 61, 49]",11.045361017187261
1237648705667530798,221.535743824522,0.865431870594602,"[(50, 50)(49, 40)]","[(50, 50)(49, 40)]","[(72, 50)(49, 40)]","[(72, 50)(50, 40)]","[50, 50, 49, 40]",10.04987562112089,"[50, 50, 49, 40]",10.04987562112089,"[72, 50, 49, 40]",25.079872407968907,"[72, 50, 50, 40]",24.166091947189145
1237648705667727617,221.954869427798,1.05158659640128,"[(53, 45)(66, 53)]","[(50, 50)(66, 54)]","[(50, 49)(67, 53)]","[(50, 49)(66, 53)]","[53, 45, 66, 53]",15.264337522473747,"[50, 50, 66, 54]",16.492422502470642,"[50, 49, 67, 53]",17.46424919657298,"[50, 49, 66, 53]",16.492422502470642
1237663782592774325,13.7541811552156,-1.18424614844573,"[(50, 50)(53, 61)]","[(50, 50)(53, 60)]","[(50, 50)(53, 60)]","[(50, 50)(53, 60)]","[50, 50, 53, 61]",11.40175425099138,"[50, 50, 53, 60]",10.44030650891055,"[50, 50, 53, 60]",10.44030650891055,"[50, 50, 53, 60]",10.44030650891055
1237662245520736369,206.407068296965,6.49025213893531,"[(53, 40)(49, 51)]","[(54, 40)(50, 50)]","[(50, 50)(53, 40)]","[(50, 50)(53, 39)]","[53, 40, 49, 51]",11.704699910719626,"[54, 40, 50, 50]",10.770329614269007,"[50, 50, 53, 40]",10.44030650891055,"[50, 50, 53, 39]",11.40175425099138
1237655743484723566,231.271352148601,4.90629679614706,"[(41, 46)(47, 58)]","[(50, 50)(42, 46)]","[(50, 50)(42, 45)]","[(50, 50)(42, 46)]","[41, 46, 47, 58]",13.416407864998739,"[50, 50, 42, 46]",8.94427190999916,"[50, 50, 42, 45]",9.433981132056603,"[50, 50, 42, 46]",8.94427190999916
1237662262176776477,231.890496454925,5.60783699319297,"[(50, 49)(47, 62)]","[(50, 51)(47, 63)]","[(50, 50)(47, 61)]","[(50, 50)(48, 62)]","[50, 49, 47, 62]",13.341664064126334,"[50, 51, 47, 63]",12.36931687685298,"[50, 50, 47, 61]",11.40175425099138,"[50, 50, 48, 62]",12.165525060596439
1237654953739878525,248.348256715328,47.316375731749,"[(50, 50)(42, 55)]","[(50, 50)(42, 55)]","[(50, 50)(42, 55)]","[(50, 50)(42, 55)]","[50, 50, 42, 55]",9.433981132056603,"[50, 50, 42, 55]",9.433981132056603,"[50, 50, 42, 55]",9.433981132056603,"[50, 50, 42, 55]",9.433981132056603
1237651715334734136,248.503893880912,47.8330697618017,"[(51, 50)(56, 43)]","[(50, 49)(55, 42)]","[(50, 50)(42, 68)]","[(50, 50)(42, 68)]","[51, 50, 56, 43]",8.602325267042627,"[50, 49, 55, 42]",8.602325267042627,"[50, 50, 42, 68]",19.697715603592208,"[50, 50, 42, 68]",19.697715603592208
1237655107829563650,140.57695829965,50.745036047986,"[(50, 50)(45, 62)]","[(51, 50)(45, 61)]","[(50, 50)(42, 33)]","[(50, 49)(42, 32)]","[50, 50, 45, 62]",13.0,"[51, 50, 45, 61]",12.529964086141668,"[50, 50, 42, 33]",18.788294228055936,"[50, 49, 42, 32]",18.788294228055936
1237655108903305445,139.73988325252,51.3706460832839,"[(54, 27)(49, 50)]","[(50, 50)(54, 28)]","[(50, 50)(54, 28)]","[(50, 52)(54, 29)]","[54, 27, 49, 50]",23.53720459187964,"[50, 50, 54, 28]",22.360679774997898,"[50, 50, 54, 28]",22.360679774997898,"[50, 52, 54, 29]",23.345235059857504
1237665371721826612,237.346502808145,20.0483229008561,"[(49, 50)(54, 48)]","[(49, 51)(37, 58)]","[(50, 51)(36, 58)]","[(50, 50)(55, 47)]","[49, 50, 54, 48]",5.385164807134504,"[49, 51, 37, 58]",13.892443989449804,"[50, 51, 36, 58]",15.652475842498529,"[50, 50, 55, 47]",5.830951894845301
1237667539083002064,154.415501313121,22.8067512779242,"[(56, 79)(49, 64)]","[(56, 79)(52, 51)]","[(56, 80)(51, 51)]","[(56, 80)(50, 50)]","[56, 79, 49, 64]",16.55294535724685,"[56, 79, 52, 51]",28.284271247461902,"[56, 80, 51, 51]",29.427877939124322,"[56, 80, 50, 50]",30.59411708155671
1237671142017204569,174.934162308049,-1.02976308187806,"[(49, 57)(50, 50)]","[(48, 57)(50, 51)]","[(48, 57)(50, 50)]","[(49, 57)(50, 50)]","[49, 57, 50, 50]",7.0710678118654755,"[48, 57, 50, 51]",6.324555320336759,"[48, 57, 50, 50]",7.280109889280518,"[49, 57, 50, 50]",7.0710678118654755
1237652900228628610,40.2613799344486,-8.50044289930334,"[(51, 49)(45, 37)]","[(45, 38)(50, 49)]","[(46, 37)(50, 49)]","[(45, 38)(50, 49)]","[51, 49, 45, 37]",13.416407864998739,"[45, 38, 50, 49]",12.083045973594572,"[46, 37, 50, 49]",12.649110640673518,"[45, 38, 50, 49]",12.083045973594572
1237652900228038824,38.8575738346643,-8.56332041012862,"[(50, 50)(47, 62)]","[(50, 50)(47, 62)]","[(50, 50)(47, 62)]","[(49, 50)(39, 59)]","[50, 50, 47, 62]",12.36931687685298,"[50, 50, 47, 62]",12.36931687685298,"[50, 50, 47, 62]",12.36931687685298,"[49, 50, 39, 59]",13.45362404707371
1237650760239546460,171.862426886872,-3.59535984633211,"[(42, 52)(51, 49)]","[(50, 49)(42, 52)]","[(50, 50)(41, 52)]","[(50, 50)(42, 52)]","[42, 52, 51, 49]",9.486832980505138,"[50, 49, 42, 52]",8.54400374531753,"[50, 50, 41, 52]",9.219544457292887,"[50, 50, 42, 52]",8.246211251235321
1237671260125266150,134.323473472647,10.3608994104965,"[(50, 50)(62, 57)]","[(72, 54)(50, 50)]","[(72, 54)(50, 50)]","[(72, 54)(50, 50)]","[50, 50, 62, 57]",13.892443989449804,"[72, 54, 50, 50]",22.360679774997898,"[72, 54, 50, 50]",22.360679774997898,"[72, 54, 50, 50]",22.360679774997898
1237671122694176944,152.019370462793,13.6011832220814,"[(52, 37)(50, 49)]","[(52, 37)(50, 49)]","[(52, 38)(50, 49)]","[(53, 37)(51, 48)]","[52, 37, 50, 49]",12.165525060596439,"[52, 37, 50, 49]",12.165525060596439,"[52, 38, 50, 49]",11.180339887498949,"[53, 37, 51, 48]",11.180339887498949
1237670960019144884,46.2636139954659,37.216181684151,"[(50, 49)(54, 56)]","[(49, 49)(54, 56)]","[(50, 49)(55, 56)]","[(49, 50)(54, 56)]","[50, 49, 54, 56]",8.06225774829855,"[49, 49, 54, 56]",8.602325267042627,"[50, 49, 55, 56]",8.602325267042627,"[49, 50, 54, 56]",7.810249675906654
1237665102758674778,240.110252215984,22.0836904692642,"[(49, 42)(50, 50)]","[(48, 41)(49, 49)]","[(48, 41)(49, 50)]","[(48, 42)(50, 50)]","[49, 42, 50, 50]",8.06225774829855,"[48, 41, 49, 49]",8.06225774829855,"[48, 41, 49, 50]",9.055385138137417,"[48, 42, 50, 50]",8.246211251235321
1237661353777365191,169.49083865453,57.1462817750809,"[(35, 45)(58, 48)]","[(50, 50)(57, 48)]","[(50, 50)(58, 48)]","[(50, 50)(35, 46)]","[35, 45, 58, 48]",23.194827009486403,"[50, 50, 57, 48]",7.280109889280518,"[50, 50, 58, 48]",8.246211251235321,"[50, 50, 35, 46]",15.524174696260024
1237664835929964773,135.199600098088,26.0263885686868,"[(50, 50)(56, 57)]","[(50, 50)(56, 56)]","[(50, 50)(55, 56)]","[(56, 56)(50, 50)]","[50, 50, 56, 57]",9.219544457292887,"[50, 50, 56, 56]",8.48528137423857,"[50, 50, 55, 56]",7.810249675906654,"[56, 56, 50, 50]",8.48528137423857
1237662663757464052,247.738617846878,21.7910502411136,"[(52, 44)(50, 50)]","[(50, 50)(51, 44)]","[(50, 50)(36, 53)]","[(50, 50)(35, 60)]","[52, 44, 50, 50]",6.324555320336759,"[50, 50, 51, 44]",6.082762530298219,"[50, 50, 36, 53]",14.317821063276353,"[50, 50, 35, 60]",18.027756377319946
1237661070323679279,153.712892973221,13.3387006383479,"[(50, 50)(54, 58)]","[(50, 50)(54, 58)]","[(50, 50)(37, 49)]","[(50, 50)(37, 49)]","[50, 50, 54, 58]",8.94427190999916,"[50, 50, 54, 58]",8.94427190999916,"[50, 50, 37, 49]",13.038404810405298,"[50, 50, 37, 49]",13.038404810405298
1237664105780543690,154.373047235375,12.8254986819023,"[(55, 43)(51, 49)]","[(50, 50)(55, 43)]","[(50, 50)(55, 43)]","[(50, 50)(55, 42)]","[55, 43, 51, 49]",7.211102550927978,"[50, 50, 55, 43]",8.602325267042627,"[50, 50, 55, 43]",8.602325267042627,"[50, 50, 55, 42]",9.433981132056603
1237662301897293973,212.340851693551,49.0374731697446,"[(41, 49)(73, 33)]","[(41, 49)(50, 50)]","[(42, 49)(50, 50)]","[(51, 50)(44, 52)]","[41, 49, 73, 33]",35.77708763999664,"[41, 49, 50, 50]",9.055385138137417,"[42, 49, 50, 50]",8.06225774829855,"[51, 50, 44, 52]",7.280109889280518
1237661849865420821,205.508070162286,42.2145736014323,"[(27, 14)(28, 7)]","[(28, 5)(28, 17)]","[(26, 4)(25, 17)]","[(27, 17)(28, 5)]","[27, 14, 28, 7]",7.0710678118654755,"[28, 5, 28, 17]",12.0,"[26, 4, 25, 17]",13.038404810405298,"[27, 17, 28, 5]",12.041594578792296
1237674366992122470,116.04973353086,33.2507241728737,"[(15, 26)(19, 29)]","[(27, 28)(19, 27)]","[(18, 27)(27, 28)]","[(18, 27)(27, 28)]","[15, 26, 19, 29]",5.0,"[27, 28, 19, 27]",8.06225774829855,"[18, 27, 27, 28]",9.055385138137417,"[18, 27, 27, 28]",9.055385138137417
1237652900228628609,40.2609787974291,-8.50185563604027,"[(56, 62)(50, 50)]","[(50, 50)(55, 61)]","[(51, 50)(55, 62)]","[(50, 50)(55, 61)]","[56, 62, 50, 50]",13.416407864998739,"[50, 50, 55, 61]",12.083045973594572,"[51, 50, 55, 62]",12.649110640673518,"[50, 50, 55, 61]",12.083045973594572
1237653588483047689,123.42914837659,43.2188612692345,"[(50, 50)(39, 48)]","[(50, 50)(58, 49)]","[(50, 50)(40, 48)]","[(50, 50)(40, 48)]","[50, 50, 39, 48]",11.180339887498949,"[50, 50, 58, 49]",8.06225774829855,"[50, 50, 40, 48]",10.198039027185569,"[50, 50, 40, 48]",10.198039027185569
1237654652568600697,136.525820687919,48.9218601702452,"[(49, 50)(55, 36)]","[(50, 50)(55, 37)]","[(51, 50)(49, 39)]","[(50, 50)(49, 39)]","[49, 50, 55, 36]",15.231546211727817,"[50, 50, 55, 37]",13.92838827718412,"[51, 50, 49, 39]",11.180339887498949,"[50, 50, 49, 39]",11.045361017187261
1237654380903137461,136.167811695119,49.9710608161644,"[(54, 44)(50, 50)]","[(50, 50)(55, 45)]","[(50, 50)(54, 44)]","[(50, 50)(55, 45)]","[54, 44, 50, 50]",7.211102550927978,"[50, 50, 55, 45]",7.0710678118654755,"[50, 50, 54, 44]",7.211102550927978,"[50, 50, 55, 45]",7.0710678118654755
1237657070091567119,41.6048458267785,-0.498679226080309,"[(50, 50)(58, 45)]","[(50, 50)(57, 45)]","[(50, 50)(57, 45)]","[(51, 50)(58, 45)]","[50, 50, 58, 45]",9.433981132056603,"[50, 50, 57, 45]",8.602325267042627,"[50, 50, 57, 45]",8.602325267042627,"[51, 50, 58, 45]",8.602325267042627
1237659133280059543,209.159426482128,53.2387422584968,"[(49, 32)(42, 35)]","[(48, 31)(49, 50)]","[(48, 32)(50, 50)]","[(48, 32)(50, 50)]","[49, 32, 42, 35]",7.615773105863909,"[48, 31, 49, 50]",19.026297590440446,"[48, 32, 50, 50]",18.110770276274835,"[48, 32, 50, 50]",18.110770276274835
1237655465923248235,217.866312673208,59.3912485019966,"[(51, 48)(63, 42)]","[(51, 49)(64, 42)]","[(50, 50)(64, 43)]","[(51, 50)(29, 63)]","[51, 48, 63, 42]",13.416407864998739,"[51, 49, 64, 42]",14.7648230602334,"[50, 50, 64, 43]",15.652475842498529,"[51, 50, 29, 63]",25.553864678361276
1237657770713808991,164.084362392811,55.6787114817428,"[(43, 49)(50, 49)]","[(44, 49)(50, 50)]","[(50, 50)(45, 49)]","[(50, 50)(44, 49)]","[43, 49, 50, 49]",7.0,"[44, 49, 50, 50]",6.082762530298219,"[50, 50, 45, 49]",5.0990195135927845,"[50, 50, 44, 49]",6.082762530298219
1237663783659372667,357.374332342474,-0.26686022715114,"[(49, 50)(53, 56)]","[(50, 50)(54, 56)]","[(50, 50)(53, 56)]","[(50, 50)(54, 55)]","[49, 50, 53, 56]",7.211102550927978,"[50, 50, 54, 56]",7.211102550927978,"[50, 50, 53, 56]",6.708203932499369,"[50, 50, 54, 55]",6.4031242374328485
1237663275778441248,355.811025607719,-1.18232619618152,"[(45, 59)(50, 50)]","[(45, 58)(50, 49)]","[(45, 59)(50, 50)]","[(45, 59)(49, 50)]","[45, 59, 50, 50]",10.295630140987,"[45, 58, 50, 49]",10.295630140987,"[45, 59, 50, 50]",10.295630140987,"[45, 59, 49, 50]",9.848857801796104
